assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,41725,None,,0,0,0,0,0.0,428,49,None,,0,4,1.0,None,0,Troy,0.0,0,0,0.0,429,49,380,False,0.0,429,49,0,,None,55,0,0,1,0,,41725.jpg,0.0,0,0,Deeney,3.6,False,None,a,18,57,0.0,426,49,0,0,0,0,0,0.0,0.0,Deeney,0
0,0,0,None,None,0,43250,1,,0,0,0,0,0.0,407,167,1,,0,3,0.9,None,0,Tom,0.0,0,0,0.0,413,167,381,False,0.0,413,167,0,,None,50,0,0,None,0,,43250.jpg,0.0,0,0,Cleverley,0.1,False,None,a,18,57,0.0,403,167,0,0,0,0,0,0.0,0.0,Cleverley,0
0,0,0,None,None,0,54484,None,,0,0,0,0,0.0,354,130,None,,0,2,1.2,None,0,Francisco,0.0,0,0,0.0,371,130,382,False,0.0,371,130,0,,None,45,0,0,None,0,,54484.jpg,0.0,0,0,Femenía Far,0.5,False,None,a,18,57,0.0,348,128,0,0,0,0,0,0.0,0.0,Femenía,0
0,0,0,None,None,0,73426,None,,0,0,0,0,0.0,429,50,None,,0,4,1.0,None,0,Andre,0.0,0,0,0.0,430,50,383,False,0.0,430,50,0,,None,55,0,0,None,0,,73426.jpg,0.0,0,0,Gray,0.3,False,None,a,18,57,0.0,427,50,0,0,0,0,0,0.0,0.0,Gray,0
0,0,0,None,None,0,85624,None,,0,0,0,0,0.0,362,133,None,,0,2,1.2,None,0,Christian,0.0,0,0,0.0,375,133,384,False,0.0,375,133,0,,None,45,0,0,None,0,,85624.jpg,0.0,0,0,Kabasele,0.2,False,None,a,18,57,0.0,356,131,0,0,0,0,0,0.0,0.0,Kabasele,0
0,0,0,None,None,0,89085,None,,0,0,0,0,0.0,413,171,2,,0,3,0.9,None,0,Nathaniel,0.0,0,0,0.0,417,171,385,False,0.0,417,171,0,,None,50,0,0,None,0,,89085.jpg,0.0,0,0,Chalobah,0.1,False,None,a,18,57,0.0,408,171,0,0,0,0,0,0.0,0.0,Chalobah,0
0,0,0,None,None,0,108413,4,,0,0,0,0,0.0,415,173,None,,0,3,0.9,None,0,Will,0.0,0,0,0.0,419,173,386,False,0.0,419,173,0,,None,50,0,0,None,0,,108413.jpg,0.0,0,0,Hughes,0.2,False,None,a,18,57,0.0,410,173,0,0,0,0,0,0.0,0.0,Hughes,0
0,0,0,None,None,0,131304,None,,0,0,0,0,0.0,367,137,None,,0,2,1.2,None,0,William,0.0,0,0,0.0,379,137,387,False,0.0,379,137,0,,None,45,0,0,None,0,,131304.jpg,0.0,0,0,Troost-Ekong,0.2,False,None,a,18,57,0.0,361,135,0,0,0,0,0,0.0,0.0,Troost-Ekong,0
0,0,0,None,None,0,140941,None,,0,0,0,0,0.0,368,44,None,,0,4,0.5,None,0,Stipe,0.0,0,0,0.0,380,44,388,False,0.0,380,44,0,,None,45,0,0,None,0,,140941.jpg,0.0,0,0,Perica,5.3,False,None,a,18,57,0.0,362,44,0,0,0,0,0,0.0,0.0,Perica,0
0,0,0,None,None,0,154506,None,,0,0,0,0,0.0,369,32,None,,0,1,1.3,None,0,Daniel,0.0,0,0,0.0,381,44,389,False,0.0,381,44,0,,None,45,0,0,None,0,,154506.jpg,0.0,0,0,Bachmann,2.1,False,None,a,18,57,0.0,363,28,0,0,0,0,0,0.0,0.0,Bachmann,0
0,0,0,None,None,0,155651,None,,0,0,0,0,0.0,371,138,3,,0,2,1.2,None,0,Adam,0.0,0,0,0.0,383,138,390,False,0.0,383,138,0,,None,45,0,0,None,0,,155651.jpg,0.0,0,0,Masina,0.3,False,None,a,18,57,0.0,365,136,0,0,0,0,0,0.0,0.0,Masina,0
0,0,0,None,None,0,157775,2,,0,0,0,0,0.0,431,180,4,,0,3,1.3,None,0,Ken,0.0,0,0,0.0,432,180,391,False,0.0,432,180,0,,None,55,0,0,None,0,,157775.jpg,0.0,0,0,Sema,0.2,False,None,a,18,57,0.0,430,180,0,0,0,0,0,0.0,0.0,Sema,0
0,0,0,None,None,0,162344,3,,0,0,0,0,0.0,432,181,None,,0,3,1.3,None,0,Philip,0.0,0,0,0.0,433,181,392,False,0.0,433,181,0,,None,55,0,0,None,0,,162344.jpg,0.0,0,0,Zinckernagel,0.2,False,None,a,18,57,0.0,431,181,0,0,0,0,0,0.0,0.0,Zinckernagel,0
0,0,0,None,None,0,173514,None,,0,0,0,0,0.0,419,45,None,,0,4,0.7,None,0,Isaac,0.0,0,0,0.0,421,45,393,False,0.0,421,45,0,,None,50,0,0,None,0,,173514.jpg,0.0,0,0,Success Ajayi,1.0,False,None,a,18,57,0.0,416,45,0,0,0,0,0,0.0,0.0,Success,0
0,0,0,None,None,0,175353,None,,0,0,0,0,0.0,373,157,None,,0,3,0.5,None,0,Ayotomiwa,0.0,0,0,0.0,384,157,394,False,0.0,384,157,0,,None,45,0,0,None,0,,175353.jpg,0.0,0,0,Dele-Bashiru,0.1,False,None,a,18,57,0.0,368,157,0,0,0,0,0,0.0,0.0,Dele-Bashiru,0
0,0,0,None,None,0,176296,None,,0,0,0,0,0.0,420,46,None,,0,4,0.7,None,0,Ashley,0.0,0,0,0.0,422,46,395,False,0.0,422,46,0,,None,50,0,0,None,0,,176296.jpg,0.0,0,0,Fletcher,0.6,False,None,a,18,57,0.0,417,46,0,0,0,0,0,0.0,0.0,Fletcher,0
0,0,0,None,None,0,208973,None,,0,0,0,0,0.0,381,144,None,,0,2,1.2,None,0,Francisco,0.0,0,0,0.0,391,144,396,False,0.0,391,144,0,,None,45,0,0,None,0,,208973.jpg,0.0,0,0,Sierralta,1.0,False,None,a,18,57,0.0,377,143,0,0,0,0,0,0.0,0.0,Sierralta,0
0,0,0,None,None,0,216058,None,,0,0,0,0,0.0,383,160,None,,0,3,0.5,None,0,Domingos,0.0,0,0,0.0,393,160,397,False,0.0,393,160,0,,None,45,0,0,None,0,,216058.jpg,0.0,0,0,Quina,0.2,False,None,a,18,57,0.0,379,160,0,0,0,0,0,0.0,0.0,Quina,0
0,0,0,None,None,0,220166,None,,0,0,0,0,0.0,340,126,None,,0,2,0.5,None,0,Marc,0.0,0,0,0.0,362,126,398,False,0.0,362,126,0,,None,40,0,0,None,0,,220166.jpg,0.0,0,0,Navarro,1.4,False,None,a,18,57,0.0,334,124,0,0,0,0,0,0.0,0.0,Navarro,0
0,0,0,None,None,0,232185,None,,0,0,0,0,0.0,449,190,None,,0,3,1.6,None,0,Ismaila,0.0,0,0,0.0,449,190,399,False,0.0,449,190,0,,None,60,0,0,3,0,,232185.jpg,0.0,0,0,Sarr,8.3,False,None,a,18,57,0.0,449,190,0,0,0,0,0,0.0,0.0,Sarr,0
0,0,0,None,None,0,232391,None,,0,0,0,0,0.0,388,148,None,,0,2,1.2,None,0,Jeremy,0.0,0,0,0.0,397,148,400,False,0.0,397,148,0,,None,45,0,0,None,0,,232391.jpg,0.0,0,0,Ngakia,0.2,False,None,a,18,57,0.0,384,147,0,0,0,0,0,0.0,0.0,Ngakia,0
0,0,0,0,None,0,241289,None,,0,0,0,0,0.0,393,153,None,,0,2,0.0,None,0,Ben,0.0,0,0,0.0,402,153,401,False,0.0,402,153,0,Transferred to  Stoke City,2021-06-25T10:10:54.512279Z,45,0,0,None,0,,241289.jpg,0.0,0,0,Wilmot,0.1,False,None,u,18,57,0.0,389,152,0,0,0,0,0,0.0,0.0,Wilmot,0
0,0,0,None,None,0,244890,None,,0,0,0,0,0.0,395,162,None,,0,3,0.5,None,0,Joseph,0.0,0,0,0.0,404,162,402,False,0.0,404,162,0,,None,45,0,0,None,0,,244890.jpg,0.0,0,0,Hungbo,0.1,False,None,a,18,57,0.0,391,162,0,0,0,0,0,0.0,0.0,Hungbo,0
0,0,0,None,None,0,471471,None,,0,0,0,0,0.0,445,189,None,,0,3,1.3,None,0,Imrân,0.0,0,0,0.0,446,189,403,False,0.0,446,189,0,,None,55,0,0,None,0,,471471.jpg,0.0,0,0,Louza,0.1,False,None,a,18,57,0.0,444,189,0,0,0,0,0,0.0,0.0,Louza,0
0,0,0,None,None,0,475168,None,,0,0,0,0,0.0,446,55,None,,0,4,1.0,None,0,João Pedro,0.0,0,0,0.0,447,55,404,False,0.0,447,55,0,,None,55,0,0,2,0,,475168.jpg,0.0,0,0,Junqueira de Jesus,1.9,False,None,a,18,57,0.0,445,55,0,0,0,0,0,0.0,0.0,João Pedro,0
0,0,0,None,None,0,493934,None,,0,0,0,0,0.0,400,165,None,,0,3,0.5,None,0,Kwadwo,0.0,0,0,0.0,409,165,405,False,0.0,409,165,0,,None,45,0,0,None,0,,493934.jpg,0.0,0,0,Baah,0.2,False,None,a,18,57,0.0,396,165,0,0,0,0,0,0.0,0.0,Baah,0
0,0,0,None,None,0,230251,None,,0,0,0,0,0.0,423,47,None,,0,4,0.7,None,0,Emmanuel,0.0,0,0,0.0,425,47,450,False,0.0,425,47,0,,None,50,0,0,None,0,,230251.jpg,0.0,0,0,Dennis,0.4,False,None,a,18,57,0.0,420,47,0,0,0,0,0,0.0,0.0,Dennis,0
0,0,132,None,None,0,18073,4,,0,0,0,0,88.6,234,136,None,,0,3,2.0,None,0,Mark,0.0,15,0,17.6,309,142,406,False,80.4,309,137,701,,None,45,0,0,1,0,,18073.jpg,1.3,0,0,Noble,0.6,False,None,a,19,21,7.0,310,153,27,0,0,0,0,0.0,6.0,Noble,1
0,0,46,None,None,1,32259,None,,0,0,0,0,0.0,348,23,None,,0,1,2.8,None,0,Darren,0.0,3,0,4.7,338,27,407,False,46.2,326,27,270,,None,45,0,0,None,0,,32259.jpg,3.3,0,6,Randolph,0.3,False,None,a,19,21,0.0,342,19,10,0,0,0,0,0.0,2.2,Randolph,0
0,11,634,None,None,10,37096,None,,0,0,0,0,0.0,404,38,None,,0,1,3.5,None,0,Lukasz,0.0,44,0,74.4,186,9,408,False,745.2,34,9,3150,,None,50,0,0,None,1,,37096.jpg,3.8,0,102,Fabianski,3.2,False,None,a,19,21,0.0,400,35,133,0,0,0,0,0.0,26.6,Fabianski,2
0,5,461,None,None,9,40669,None,,0,0,0,0,56.4,265,85,None,,0,2,3.2,None,0,Angelo,0.0,34,3,79.1,173,47,409,False,489.8,124,46,2492,,None,50,0,0,None,0,,40669.jpg,3.6,0,0,Ogbonna,0.4,False,None,a,19,21,244.0,137,22,100,0,0,0,0,0.0,20.0,Ogbonna,5
0,0,0,None,None,0,48717,None,,0,0,0,0,0.0,329,120,None,,0,2,2.0,None,0,Winston,0.0,0,0,0.0,352,120,410,False,0.0,352,120,0,,None,40,0,0,None,0,,48717.jpg,0.0,0,0,Reid,1.6,False,None,a,19,21,0.0,322,117,0,0,0,0,0,0.0,0.0,Reid,0
11,21,730,None,None,11,55459,1,,0,0,0,0,898.6,12,4,1,,0,2,3.5,None,0,Aaron,0.0,41,0,166.8,51,4,411,False,669.4,53,17,3170,,None,55,0,0,None,0,,55459.jpg,4.2,0,0,Cresswell,20.9,False,None,a,19,21,96.0,232,73,153,0,0,0,0,0.0,27.8,Cresswell,3
1,0,47,None,None,1,56377,3,,0,0,0,0,80.3,244,138,None,,0,3,2.8,None,0,Andriy,0.0,7,0,23.5,294,139,412,False,50.6,324,145,362,,None,55,0,0,None,0,,56377.jpg,1.1,0,0,Yarmolenko,0.7,False,None,a,19,21,106.0,221,117,17,0,0,0,0,0.0,3.1,Yarmolenko,3
5,19,345,None,None,6,57531,None,,0,0,0,0,349.1,97,15,None,,0,4,3.3,None,0,Michail,0.0,25,10,190.1,38,12,413,False,517.8,106,14,1972,,None,75,0,0,3,0,,57531.jpg,4.5,0,0,Antonio,12.5,False,None,a,19,21,1038.0,17,11,118,0,0,0,0,0.0,15.7,Antonio,3
0,3,336,None,None,7,60232,None,,0,0,0,0,30.2,283,97,None,,0,2,3.2,None,0,Craig,0.0,25,3,68.4,199,61,414,False,433.6,151,54,1925,,None,50,2,0,None,0,,60232.jpg,3.4,1,0,Dawson,0.4,False,None,a,19,21,219.0,151,30,75,0,0,0,0,0.0,15.0,Dawson,3
1,0,127,None,None,1,81012,None,,0,0,0,0,166.8,171,38,None,,0,2,2.7,None,0,Ryan,0.0,9,1,41.9,255,82,415,False,155.2,269,99,564,,None,45,0,0,None,0,,81012.jpg,2.0,0,0,Fredericks,0.2,False,None,a,19,21,96.0,230,72,28,0,0,0,0,0.0,6.2,Fredericks,2
1,0,117,None,None,1,86934,None,,0,0,0,0,153.0,179,110,4,,0,3,3.1,None,0,Manuel,0.0,5,1,37.5,272,125,416,False,121.4,282,125,556,,None,60,0,0,None,0,,86934.jpg,1.6,0,0,Lanzini,0.2,False,None,a,19,21,102.0,225,119,28,0,0,0,0,0.0,4.7,Lanzini,1
2,4,209,None,None,4,105717,None,,0,0,0,0,200.5,160,33,None,,0,2,2.7,None,0,Arthur,0.0,15,0,45.0,248,79,417,False,187.4,248,88,1006,,None,45,0,0,None,0,,105717.jpg,3.5,0,0,Masuaku,0.5,False,None,a,19,21,62.0,265,88,42,0,0,0,0,0.0,9.3,Masuaku,2
9,12,625,None,None,9,164555,None,,0,0,0,0,670.9,30,8,None,,0,2,3.2,None,0,Vladimir,0.0,43,0,158.7,58,8,418,False,693.8,46,11,3054,,None,50,0,0,None,0,,164555.jpg,3.8,0,0,Coufal,19.0,False,None,a,19,21,220.0,150,29,128,0,0,0,0,0.0,25.6,Coufal,3
6,4,255,None,None,3,172841,None,,0,0,0,0,371.9,86,59,3,,0,3,3.1,None,0,Saïd,0.0,19,1,104.6,118,67,419,False,301.0,195,82,1376,,None,60,0,0,None,0,,172841.jpg,2.4,0,0,Benrahma,0.6,False,None,a,19,21,371.0,91,53,73,0,0,0,0,0.0,12.2,Benrahma,0
6,8,434,None,None,9,178186,2,,0,0,0,0,493.5,54,39,None,,0,3,3.2,None,0,Jarrod,0.0,33,8,183.7,42,26,420,False,529.8,99,37,2556,,None,65,0,0,None,0,,178186.jpg,3.7,0,0,Bowen,1.3,False,None,a,19,21,812.0,34,17,141,0,0,0,0,0.0,21.7,Bowen,0
1,2,520,None,None,11,204480,None,,0,0,0,0,343.8,99,63,2,,0,3,2.4,None,0,Declan,0.0,37,2,121.3,91,53,421,False,561.2,83,29,2880,,None,50,0,1,2,0,,204480.jpg,2.7,0,0,Rice,2.3,False,None,a,19,21,303.0,112,65,86,0,0,0,0,0.0,17.2,Rice,2
2,16,555,None,None,11,215439,None,,0,0,0,0,271.1,124,81,None,,0,3,3.1,None,0,Tomas,0.0,47,10,208.8,28,19,422,False,889.8,8,5,3420,,None,60,1,0,None,0,,215439.jpg,3.9,1,0,Soucek,10.4,False,None,a,19,21,925.0,24,10,147,0,0,0,0,0.0,24.5,Soucek,7
7,10,430,None,None,9,217593,None,,0,0,0,0,441.3,66,47,None,,0,3,3.1,None,0,Pablo,0.0,33,5,156.5,59,33,423,False,491.8,123,45,2571,,None,60,0,0,None,0,,217593.jpg,3.8,0,0,Fornals,0.6,False,None,a,19,21,631.0,51,30,125,0,0,0,0,0.0,20.8,Fornals,3
0,1,234,None,None,2,219924,None,,0,0,0,0,17.4,299,108,None,,0,2,2.7,None,0,Issa,0.0,22,2,44.3,250,80,424,False,375.6,170,63,1379,,None,45,1,0,None,0,,219924.jpg,2.3,0,0,Diop,0.4,False,None,a,19,21,48.0,275,96,42,0,0,0,0,0.0,9.3,Diop,3
0,0,104,None,None,1,222018,None,,0,0,0,0,63.7,260,82,None,,0,2,2.0,None,0,Ben,0.0,10,1,18.9,305,105,425,False,98.0,301,111,516,,None,40,0,0,None,0,,222018.jpg,1.8,0,0,Johnson,2.9,False,None,a,19,21,28.0,290,106,25,0,0,0,0,0.0,6.2,Johnson,1
1,4,446,None,None,6,19624,1,,0,0,0,0,726.9,22,18,4,,0,3,0.9,None,0,João Filipe Iria,0.0,40,1,132.2,78,46,426,False,478.4,130,48,2526,,None,50,0,0,None,0,,19624.jpg,2.2,1,0,Santos Moutinho,0.4,False,None,a,20,39,113.0,217,114,73,0,0,0,0,0.0,14.6,Moutinho,3
0,12,626,None,None,10,38533,None,,0,0,0,0,0.0,405,39,None,,0,1,2.0,None,0,Rui Pedro,0.0,51,0,76.1,181,8,427,False,763.6,27,8,3330,,None,50,0,0,None,1,,38533.jpg,3.6,0,100,dos Santos Patrício,1.7,False,None,a,20,39,0.0,401,36,132,0,0,0,0,0.0,26.4,Patrício,1
1,4,364,None,None,6,90585,None,,0,0,0,0,46.1,272,91,None,,0,2,1.7,None,0,Willy,0.0,29,1,64.2,209,65,428,False,414.0,153,56,1879,,None,50,0,0,None,0,,90585.jpg,3.2,0,0,Boly,0.3,False,None,a,20,39,182.0,167,40,68,0,0,0,0,0.0,13.6,Boly,2
0,7,606,None,None,10,94147,None,,0,0,0,0,40.1,275,93,None,,0,2,1.2,None,0,Conor,0.0,51,1,82.0,167,42,429,False,692.2,47,12,3303,,None,45,0,0,None,0,,94147.jpg,2.9,0,0,Coady,8.3,False,None,a,20,39,85.0,241,77,106,0,0,0,0,0.0,23.6,Coady,5
1,7,148,None,None,4,102057,None,,0,0,0,0,96.2,226,35,None,,0,4,1.8,None,0,Raúl,0.0,10,4,55.0,222,33,430,False,177.4,256,30,824,,None,75,1,0,1,0,,102057.jpg,4.3,0,0,Jiménez,2.6,False,None,a,20,39,275.0,131,34,43,0,0,0,0,0.0,5.7,Jiménez,0
0,11,466,None,None,8,107613,None,,0,0,0,0,101.2,216,57,3,,0,2,1.7,None,0,Romain,0.0,40,3,103.4,121,25,431,False,584.6,73,25,2407,,None,50,0,0,None,0,,107613.jpg,3.7,0,0,Saïss,0.7,False,None,a,20,39,347.0,99,10,99,0,0,0,0,0.0,19.8,Saïss,2
0,0,104,None,None,1,111291,None,,0,0,0,0,61.7,262,83,None,,0,2,1.2,None,0,Fernando,0.0,9,0,17.9,307,107,432,False,102.6,298,108,618,,None,45,0,0,None,0,,111291.jpg,1.5,0,0,Marçal,0.2,False,None,a,20,39,13.0,304,114,19,0,0,0,0,0.0,4.2,Marçal,2
0,1,58,0,None,1,114128,None,,0,0,0,0,31.8,282,96,None,,0,2,0.0,None,0,Jonathan,0.0,4,0,10.8,322,115,433,False,61.0,319,115,496,Knee injury - Unknown return date,2021-06-22T11:30:10.631811Z,45,0,0,None,0,,114128.jpg,2.3,0,0,Castro Otto,0.0,False,None,i,20,39,14.0,303,113,16,0,0,0,0,0.0,3.6,Jonny,0
2,2,330,None,None,11,151589,None,,0,0,0,0,261.4,134,86,None,,0,3,0.9,None,0,Leander,0.0,33,1,99.2,130,74,434,False,386.4,166,67,2498,,None,50,1,0,None,0,,151589.jpg,2.3,0,0,Dendoncker,0.3,False,None,a,20,39,343.0,100,58,77,0,0,0,0,0.0,15.4,Dendoncker,4
4,5,359,None,None,7,159533,None,,0,0,0,0,751.0,21,17,None,,0,3,1.6,None,0,Adama,0.0,41,2,187.2,40,24,435,False,475.4,132,50,2640,,None,60,0,0,None,0,,159533.jpg,2.5,0,0,Traoré,0.7,False,None,a,20,39,645.0,50,29,94,0,0,0,0,0.0,15.7,Traoré,4
1,10,502,None,None,8,171317,4,,0,0,0,0,455.0,62,44,1,,0,3,1.3,None,0,Rúben Diogo,0.0,42,5,159.9,57,32,436,False,697.2,44,17,2670,,None,55,0,0,2,0,,171317.jpg,2.9,0,0,da Silva Neves,0.9,False,None,a,20,39,445.0,74,43,104,0,0,0,0,0.0,18.9,Neves,8
3,11,548,None,None,9,200402,5,,0,0,0,0,412.9,73,15,None,,0,2,1.7,None,0,Nélson,0.0,45,1,130.7,79,13,437,False,595.2,66,23,2983,,None,50,1,0,None,0,,200402.jpg,3.2,0,0,Cabral Semedo,1.7,False,None,a,20,39,297.0,117,15,109,0,0,0,0,0.0,21.8,Semedo,5
2,5,240,0,None,8,200600,None,,0,0,0,0,322.0,104,67,None,,0,3,0.0,None,0,Daniel,0.0,24,3,106.2,115,65,438,False,285.6,202,86,1661,Groin Injury - Expected back 01 Aug,2021-06-22T11:30:10.652938Z,55,0,0,None,0,,200600.jpg,3.1,0,0,Castelo Podence,0.1,False,None,i,20,39,456.0,71,42,75,0,0,0,0,0.0,13.6,Podence,3
1,8,258,None,None,5,214048,None,,0,0,0,0,67.4,258,80,None,,0,2,1.2,None,0,Max,0.0,11,0,39.4,264,89,439,False,249.6,222,79,1307,,None,45,0,0,None,0,,214048.jpg,3.2,0,0,Kilman,0.3,False,None,a,20,39,78.0,252,82,58,0,0,0,0,0.0,12.9,Kilman,4
0,3,87,None,None,0,222531,None,,0,0,0,0,112.8,206,125,None,,0,3,0.5,None,0,Morgan,0.0,6,1,31.3,283,133,440,False,85.0,305,135,407,,None,45,0,0,None,0,,222531.jpg,2.0,0,0,Gibbs-White,0.4,False,None,a,20,39,114.0,216,113,22,0,0,0,0,0.0,4.9,Gibbs-White,1
8,10,492,0,None,9,247632,2,,0,0,0,0,1007.3,10,7,2,,0,3,0.0,None,0,Pedro,0.0,38,5,232.5,18,11,441,False,594.2,67,22,2549,Knee injury - Unknown return date,2021-06-22T11:30:10.668592Z,65,0,0,None,0,,247632.jpg,4.0,0,0,Lomba Neto,0.1,False,None,i,20,39,722.0,44,24,124,0,0,0,0,0.0,19.1,Neto,4
1,0,33,None,None,0,250604,None,,0,0,0,0,25.9,291,150,None,,0,3,0.5,None,0,Owen,0.0,6,0,9.8,324,146,442,False,38.2,329,146,185,,None,45,0,0,None,0,,250604.jpg,1.5,0,0,Otasowie,0.3,False,None,a,20,39,34.0,283,142,9,0,0,0,0,0.0,2.0,Otasowie,1
0,0,80,None,None,0,441271,None,,0,0,0,0,59.7,263,84,None,,0,2,0.5,None,0,Ki-Jana,0.0,11,0,18.7,306,106,443,False,100.4,300,110,573,,None,40,0,0,None,0,,441271.jpg,1.1,0,0,Hoever,2.2,False,None,a,20,39,26.0,291,107,13,0,0,0,0,0.0,3.2,Hoever,1
0,0,0,None,None,0,448487,None,,0,0,0,0,0.0,344,20,None,,0,1,0.5,None,0,Andreas,0.0,0,0,0.0,365,41,444,False,0.0,365,41,0,,None,40,0,0,None,0,,448487.jpg,0.0,0,0,Söndergaard,1.1,False,None,a,20,39,0.0,338,16,0,0,0,0,0,0.0,0.0,Söndergaard,0
3,5,198,None,None,0,449988,None,,0,0,0,0,166.1,172,29,None,,0,4,1.2,None,0,Fabio,0.0,29,4,114.9,101,26,445,False,238.2,224,28,1352,,None,60,0,0,3,0,,449988.jpg,2.2,0,0,Silva,0.8,False,None,a,20,39,758.0,40,20,72,0,0,0,0,0.0,12.0,Fabio Silva,2
0,0,0,None,None,0,501837,None,,0,0,0,0,0.0,401,156,None,,0,2,1.2,None,0,Yerson,0.0,0,0,0.0,410,156,446,False,0.0,410,156,0,,None,45,0,0,None,0,,501837.jpg,0.0,0,0,Mosquera Valdelamar,0.2,False,None,a,20,39,0.0,397,155,0,0,0,0,0,0.0,0.0,Mosquera,0
